Event_num,,Start,Dur,Amp,Freq,FModA,ixA1,ixA2,FModB,ixB1 (always 0),ixB2,att,dec,skew,dis,rev,,,,,,ch1,ch2,ch3,ch4,,,ampF,skwF,IAF,IBF,,,,,,,
100,i1,327.4782609,41.62980505,507.0053929,325.3897417,851.8703437,0.392057528,1.568230113,526.4806021,0,3.568230113,4.0470038,21.11570593,0.029003906,0.285714286,0.03,0,0,0,0,0,0,0.780573384,0.62506415,0,0,0,2,6,3,4,,,,,,,
101,i1,332.2826087,47.40154587,560.6475325,236.0939431,382,0.427658337,1.710633346,382,0,3.710633346,3.667895875,24.90802073,0.032778129,0.285714286,0.03,0,0,0,0,0,0,0.249588439,0.968352008,0,0,0,2,6,3,4,,,,,,,
102,i1,333.3913043,55.43610315,534.0430755,277.1688063,725.6279348,0.410062282,1.640249126,448.4591286,0,3.640249126,4.815885959,28.64358375,0.030898988,0.285714286,0.03,0,0,0,0,0,0,0,0.698254735,0.715849373,0,0,2,6,3,4,,,,,,,
103,i1,335.2391304,62.76086957,525.0782741,292.3911253,765.4799659,0.404106576,1.616426306,473.0888407,0,3.616426306,5.662489914,32.23508117,0.030268952,0.285714286,0.03,0,0,0,0,0,0.339010899,0,0,0.940782446,0,0,2,6,3,4,,,,,,,
104,i1,345,10.51950571,395.0814309,618,999.924,0.316024844,1.264099376,381.924,0,3.264099376,1.557395572,4.859344463,0.021339233,0.285714286,0.05,0,0,0,0,0,0.979862881,0.199671566,0,0,0,0,2,6,3,4,,,,,,,
105,i1,352.7717391,17.62272397,432.9652412,499.0098681,807.3979667,0.34205206,1.368208239,308.3880985,0,3.368208239,2.278675678,8.430696004,0.023898539,0.285714286,0.05,0,0,0,0,0,0.733639656,0.679538707,0,0,0,0,2,6,3,4,,,,,,,
106,i1,354.5652174,24.71646681,423.5358081,526.4158648,851.7408693,0.33560339,1.342413562,325.3250045,0,3.342413562,3.307364021,11.72584888,0.023257964,0.285714286,0.05,0,0,0,0,0,0.313189041,0.949690805,0,0,0,0,2,6,3,4,,,,,,,
107,i1,357.5543478,30.58000835,479.569329,381.9530284,618,0.373652614,1.494610457,236.0469716,0,3.494610457,3.316199735,15.19958892,0.027097086,0.285714286,0.05,0,0,0,0,0,0,0.795602828,0.605818571,0,0,0,2,6,3,4,,,,,,,
108,i1,357.5543478,2.401191521,423.5358081,526.4158648,851.7408693,0.33560339,1.342413562,325.3250045,0,3.342413562,0.799596777,0.960476609,0.023257964,0.285714286,0.06,0,0,0,0,0,0.979862881,0.199671566,0,0,0,0,2,6,3,4,,,,,,,
109,i1,358.5738788,4.217446461,432.9652412,499.0098681,807.3979667,0.34205206,1.368208239,308.3880985,0,3.368208239,1.404409672,1.686978585,0.023898539,0.285714286,0.06,0,0,0,0,0,0.733639656,0.679538707,0,0,0,0,2,6,3,4,,,,,,,
110,i1,359.2012825,5.841376249,414.0764341,555.3270194,898.5191174,0.329114791,1.316459164,343.192098,0,3.316459164,1.945178291,2.3365505,0.02261769,0.285714286,0.06,0,0,0,0,0,0.313189041,0.949690805,0,0,0,0,2,6,3,4,,,,,,,
111,i1,360.8482172,6.773830815,404.5904283,585.8259964,947.8664621,0.322587961,1.290351845,362.0404657,0,3.290351845,2.255685661,2.709532326,0.021978009,0.285714286,0.06,0,0,0,0,0,0,0.795602828,0.605818571,0,0,0,2,6,3,4,,,,,,,
112,i1,361.0834936,8.141816609,461.045559,425.0594034,687.7461147,0.361144909,1.444579637,262.6867113,0,3.444579637,2.711224931,3.256726644,0.025819445,0.285714286,0.06,0,0,0,0,0,0,0.375601184,0.926781393,0,0,0,2,6,3,4,,,,,,,
113,i1,361.4756209,9.321426903,470.3283944,402.9301756,651.9410241,0.367421344,1.469685376,249.0108485,0,3.469685376,3.104035159,3.728570761,0.026458698,0.285714286,0.06,0,0,0,0,0,0,0,0.788501828,0.615032412,0,0,2,6,3,4,,,,,,,
114,i1,362.4951519,9.895495166,470.3283944,402.9301756,651.9410241,0.367421344,1.469685376,249.0108485,0,3.469685376,3.29519989,3.958198066,0.026458698,0.285714286,0.06,0,0,0,0,0,0,0,0.273376505,0.961907109,0,0,2,6,3,4,,,,,,,
115,i1,363.1225556,10.59482895,461.045559,425.0594034,687.7461147,0.361144909,1.444579637,262.6867113,0,3.444579637,3.528078039,4.237931579,0.025819445,0.285714286,0.06,0,0,0,0,0,0.707106781,0,0,0.707106781,0,0,2,6,3,4,,,,,,,
116,i1,364.7694903,10.13268366,404.5904283,585.8259964,947.8664621,0.322587961,1.290351845,362.0404657,0,3.290351845,3.374183658,4.053073463,0.021978009,0.285714286,0.06,0,0,0,0,0,0.947371065,0.320137572,0,0,0,0,2,6,3,4,,,,,,,
117,i1,370.1086957,29.98460468,461.045559,425.0594034,687.7461147,0.361144909,1.444579637,262.6867113,0,3.444579637,3.491953011,14.68761825,0.025819445,0.285714286,0.05,0,0,0,0,0,0,0.733885675,0.679273005,0,0,0,2,6,3,4,,,,,,,
118,i1,374.8913043,32.01110778,442.3617459,473.0306686,765.3636218,0.348459331,1.393837325,292.3329532,0,3.393837325,3.998484217,15.43888088,0.024539142,0.285714286,0.05,0,0,0,0,0,0,0.138733802,0.990329709,0,0,0,2,6,3,4,,,,,,,
119,i1,382.6630435,30.57648862,451.7226449,448.403985,725.5176478,0.354823959,1.419295837,277.1136627,0,3.419295837,3.688387898,14.86355359,0.025179522,0.285714286,0.05,0,0,0,0,0,0,0,0.687202043,0.726466346,0,0,2,6,3,4,,,,,,,
120,i1,384.4565217,32.86794954,479.569329,381.9530284,618,0.373652614,1.494610457,236.0469716,0,3.494610457,3.564311831,16.3367948,0.027097086,0.285714286,0.05,0,0,0,0,0,0.320137572,0,0,0.947371065,0,0,2,6,3,4,,,,,,,
121,i1,387.4456522,33.55434783,423.5358081,526.4158648,851.7408693,0.33560339,1.342413562,325.3250045,0,3.342413562,4.489980045,15.91866729,0.023257964,0.285714286,0.05,0,0,0,0,0,0.839628567,0,0,0.543160998,0,0,2,6,3,4,,,,,,,
122,i1,403,6.853154179,432.9652412,1306.407835,499.0098681,0.684104119,1.368208239,807.3979667,0,3.368208239,0.886135184,3.27854307,0.023898539,0.333333333,0.04,0,0,0,0,0,0.816546989,0,0,0.577278975,0,0,2,6,3,4,,,,,,,
123,i1,403.52,10.08735774,479.569329,999.9530284,381.9530284,0.747305228,1.494610457,618,0,3.494610457,1.093907257,5.013853796,0.027097086,0.333333333,0.04,0,0,0,0,0,0.654222997,0.756301706,0,0,0,0,2,6,3,4,,,,,,,
124,i1,403.64,12.77734058,404.5904283,1533.692458,585.8259964,0.645175922,1.290351845,947.8664621,0,3.290351845,1.829494201,5.956588931,0.021978009,0.333333333,0.04,0,0,0,0,0,0,0.645568744,0.763702165,0,0,0,2,6,3,4,,,,,,,
125,i1,403.84,15.00967455,497.9194808,898.545202,343.2181826,0.771955848,1.543911696,555.3270194,0,3.543911696,1.513719204,7.563641926,0.028370571,0.333333333,0.04,0,0,0,0,0,0,0,0.543160998,0.839628567,0,0,2,6,3,4,,,,,,,
126,i1,404.68,16.32,551.8481324,651.9599503,249.0297748,0.843702261,1.687404522,402.9301756,0,3.687404522,1.312867846,8.529267708,0.032155084,0.333333333,0.04,0,0,0,0,0,0.968353316,0,0,0.249583362,0,0,2,6,3,4,,,,,,,
127,i1,405,5.658578661,328.2530541,2352.323049,898.5191174,0.538570146,1.077140291,1453.803932,0,3.077140291,1.050612969,2.431458824,0.016923749,0.333333333,0.04,0,0,0,0,0,0.733083071,0,0,0.680139112,0,0,2,6,3,4,,,,,,,
128,i1,406.4647887,6.625239104,347.3430767,2113.767877,807.3979667,0.565502129,1.131004257,1306.36991,0,3.131004257,1.154530714,2.910863138,0.018171334,0.333333333,0.04,0,0,0,0,0,0.988481757,0.151340068,0,0,0,0,2,6,3,4,,,,,,,
129,i1,406.8028169,7.563473455,337.7919516,2229.857596,851.7408693,0.552051372,1.104102744,1378.116727,0,3.104102744,1.360647083,3.28687948,0.01754571,0.333333333,0.04,0,0,0,0,0,0.681365263,0.731943562,0,0,0,0,2,6,3,4,,,,,,,
130,i1,407.3661972,8.058915547,309.2379479,2617.801032,999.924,0.51154981,1.02309962,1617.877032,0,3.02309962,1.592626505,3.382014969,0.015692704,0.333333333,0.04,0,0,0,0,0,0,0.95787371,0.287189755,0,0,0,2,6,3,4,,,,,,,
131,i1,407.3661972,1.673664111,337.7919516,2229.857596,851.7408693,0.552051372,1.104102744,1378.116727,0,3.104102744,0.557330149,0.334732822,0.01754571,0.333333333,0.048,0,0,0,0,0,0.733083071,0,0,0.680139112,0,0,2,6,3,4,,,,,,,
132,i1,407.6303724,2.056684211,347.3430767,2113.767877,807.3979667,0.565502129,1.131004257,1306.36991,0,3.131004257,0.684875842,0.411336842,0.018171334,0.333333333,0.048,0,0,0,0,0,0.988481757,0.151340068,0,0,0,0,2,6,3,4,,,,,,,
133,i1,407.7929418,2.309010795,309.2379479,2617.801032,999.924,0.51154981,1.02309962,1617.877032,0,3.02309962,0.768900595,0.461802159,0.015692704,0.333333333,0.048,0,0,0,0,0,0.681365263,0.731943562,0,0,0,0,2,6,3,4,,,,,,,
134,i1,408.2196864,2.267194614,395.0814309,1617.924,618,0.632049688,1.264099376,999.924,0,3.264099376,0.754975807,0.453438923,0.021339233,0.333333333,0.048,0,0,0,0,0,0,0.95787371,0.287189755,0,0,0,2,6,3,4,,,,,,,
135,i1,408.2806499,2.428349415,356.9003468,2003.721962,765.3636218,0.578914734,1.157829467,1238.35834,0,3.157829467,0.808640355,0.485669883,0.018800168,0.333333333,0.048,0,0,0,0,0,0,0.578987684,0.815336287,0,0,0,2,6,3,4,,,,,,,
136,i1,408.3822557,2.521501747,366.4580255,1899.405202,725.5176478,0.592282069,1.184564139,1173.887554,0,3.184564139,0.839660082,0.504300349,0.01943178,0.333333333,0.048,0,0,0,0,0,0,0,0.846679766,0.532102785,0,0,2,6,3,4,,,,,,,
137,i1,408.646431,2.431436484,309.2379479,2617.801032,999.924,0.51154981,1.02309962,1617.877032,0,3.02309962,0.809668349,0.486287297,0.015692704,0.333333333,0.048,0,0,0,0,0,0,0,0.249583362,0.968353316,0,0,2,6,3,4,,,,,,,
138,i1,408.8090003,2.402267262,337.7919516,2229.857596,851.7408693,0.552051372,1.104102744,1378.116727,0,3.104102744,0.799954998,0.480453452,0.01754571,0.333333333,0.048,0,0,0,0,0,0.792799913,0,0,0.609481992,0,0,2,6,3,4,,,,,,,
139,i1,409.7323944,6.850649677,356.9003468,2003.721962,765.3636218,0.578914734,1.157829467,1238.35834,0,3.157829467,1.156124461,3.042068945,0.018800168,0.333333333,0.04,0,0,0,0,0,0,0.802747272,0.596319392,0,0,0,2,6,3,4,,,,,,,
140,i1,410.6338028,6.565500602,376.0107276,1800.519328,687.7461147,0.605597581,1.211195161,1112.773214,0,3.211195161,1.038338038,2.975324373,0.020065754,0.333333333,0.04,0,0,0,0,0,0,0.161378654,0.986892563,0,0,0,2,6,3,4,,,,,,,
141,i1,412.0985915,5.594469306,385.5534219,1706.781601,651.9410241,0.61885527,1.23771054,1054.840577,0,3.23771054,0.856160701,2.560032982,0.020701697,0.333333333,0.04,0,0,0,0,0,0,0,0.609481992,0.792799913,0,0,2,6,3,4,,,,,,,
142,i1,412.4366197,5.563380282,328.2530541,2352.323049,898.5191174,0.538570146,1.077140291,1453.803932,0,3.077140291,1.032937744,2.390552626,0.016923749,0.333333333,0.04,0,0,0,0,0,0.565115261,0,0,0.825011964,0,0,2,6,3,4,,,,,,,
143,i1,417,12.31889485,309.2244721,1000,2618,0.255765295,1.02306118,1618,0,3.02306118,2.434603243,5.169673951,0.015691835,0.25,0.05,0,0,0,0,0,0.979862881,0.199671566,0,0,0,0,2,6,3,4,,,,,,,
144,i1,424.7717391,20.98050283,347.3294938,807.4593336,2113.928535,0.282741517,1.130966067,1306.469202,0,3.130966067,3.656280879,9.21784625,0.018170442,0.25,0.05,0,0,0,0,0,0.733639656,0.679538707,0,0,0,0,2,6,3,4,,,,,,,
145,i1,426.5652174,29.55300056,337.7783817,851.8056065,2230.027078,0.276016114,1.104064456,1378.221471,0,3.104064456,5.316739203,12.84272578,0.017544824,0.25,0.05,0,0,0,0,0,0.313189041,0.949690805,0,0,0,0,2,6,3,4,,,,,,,
146,i1,429.5543478,36.84584525,395.0678991,618.0469716,1618.046972,0.31601549,1.264061958,1000,0,3.264061958,5.455225031,17.02021886,0.021338326,0.25,0.05,0,0,0,0,0,0,0.795602828,0.605818571,0,0,0,2,6,3,4,,,,,,,
147,i1,429.5543478,2.81192165,337.7783817,851.8056065,2230.027078,0.276016114,1.104064456,1378.221471,0,3.104064456,0.936369909,1.12476866,0.017544824,0.25,0.06,0,0,0,0,0,0.979862881,0.199671566,0,0,0,0,2,6,3,4,,,,,,,
148,i1,430.5738788,4.983895983,347.3294938,807.4593336,2113.928535,0.282741517,1.130966067,1306.469202,0,3.130966067,1.659637362,1.993558393,0.018170442,0.25,0.06,0,0,0,0,0,0.733639656,0.679538707,0,0,0,0,2,6,3,4,,,,,,,
149,i1,431.2012825,6.945367649,328.239506,898.5874101,2352.50184,0.269275482,1.077101928,1453.91443,0,3.077101928,2.312807427,2.77814706,0.016922868,0.25,0.06,0,0,0,0,0,0.313189041,0.949690805,0,0,0,0,2,6,3,4,,,,,,,
150,i1,432.8482172,8.204076194,318.7192874,947.9385054,2481.703007,0.262523743,1.05009497,1533.764502,0,3.05009497,2.731957373,3.281630478,0.016305044,0.25,0.06,0,0,0,0,0,0,0.795602828,0.605818571,0,0,0,2,6,3,4,,,,,,,
151,i1,433.0834936,9.890171389,375.9971541,687.7983874,1800.656178,0.302789346,1.211157384,1112.857791,0,3.211157384,3.293427072,3.956068555,0.020064852,0.25,0.06,0,0,0,0,0,0,0.375601184,0.926781393,0,0,0,2,6,3,4,,,,,,,
152,i1,433.4756209,11.3815477,385.5398661,651.9905754,1706.911326,0.309418234,1.237672935,1054.920751,0,3.237672935,3.790055384,4.55261908,0.020700792,0.25,0.06,0,0,0,0,0,0,0,0.788501828,0.615032412,0,0,2,6,3,4,,,,,,,
153,i1,434.4951519,12.26220381,385.5398661,651.9905754,1706.911326,0.309418234,1.237672935,1054.920751,0,3.237672935,4.083313869,4.904881524,0.020700792,0.25,0.06,0,0,0,0,0,0,0,0.273376505,0.961907109,0,0,2,6,3,4,,,,,,,
154,i1,435.1225556,13.2637612,375.9971541,687.7983874,1800.656178,0.302789346,1.211157384,1112.857791,0,3.211157384,4.416832479,5.305504479,0.020064852,0.25,0.06,0,0,0,0,0,0.707106781,0,0,0.707106781,0,0,2,6,3,4,,,,,,,
155,i1,436.7694903,13.10007496,318.7192874,947.9385054,2481.703007,0.262523743,1.05009497,1533.764502,0,3.05009497,4.362324963,5.240029985,0.016305044,0.25,0.06,0,0,0,0,0,0.947371065,0.320137572,0,0,0,0,2,6,3,4,,,,,,,
156,i1,442.1086957,37.64406371,375.9971541,687.7983874,1800.656178,0.302789346,1.211157384,1112.857791,0,3.211157384,5.953709316,17.05913023,0.020064852,0.25,0.05,0,0,0,0,0,0,0.733885675,0.679273005,0,0,0,2,6,3,4,,,,,,,
157,i1,446.8913043,41.0363989,356.8867593,765.4217939,2003.874256,0.289447849,1.157791396,1238.452462,0,3.157791396,6.925672586,18.22216901,0.018799272,0.25,0.05,0,0,0,0,0,0,0.138733802,0.990329709,0,0,0,2,6,3,4,,,,,,,
158,i1,454.6630435,40.94492649,366.4444413,725.5727913,1899.549568,0.296131551,1.184526205,1173.976776,0,3.184526205,6.690356252,18.37011269,0.01943088,0.25,0.05,0,0,0,0,0,0,0,0.687202043,0.726466346,0,0,2,6,3,4,,,,,,,
159,i1,456.4565217,44.56041463,395.0678991,618.0469716,1618.046972,0.31601549,1.264061958,1000,0,3.264061958,6.597408409,20.58381358,0.021338326,0.25,0.05,0,0,0,0,0,0.320137572,0,0,0.947371065,0,0,2,6,3,4,,,,,,,
160,i1,459.4456522,46.55434783,337.7783817,851.8056065,2230.027078,0.276016114,1.104064456,1378.221471,0,3.104064456,8.3753704,20.23093127,0.017544824,0.25,0.05,0,0,0,0,0,0.839628567,0,0,0.543160998,0,0,2,6,3,4,,,,,,,
161,i1,472,15.34602845,347.3294938,2113.928535,807.4593336,0.565483033,1.130966067,1306.469202,0,3.130966067,2.674358706,6.742323193,0.018170442,0.333333333,0.05,0,0,0,0,0,0.494818011,0,0,0.868996626,0,0,2,6,3,4,,,,,,,
162,i1,476.8043478,25.27665811,395.0678991,1618.046972,618.0469716,0.632030979,1.264061958,1000,0,3.264061958,3.742344818,11.67605873,0.021338326,0.333333333,0.05,0,0,0,0,0,0.816546989,0,0,0.577278975,0,0,2,6,3,4,,,,,,,
163,i1,477.9130435,34.50133081,318.7192874,2481.703007,947.9385054,0.525047485,1.05009497,1533.764502,0,3.05009497,6.609891477,14.6532936,0.016305044,0.333333333,0.05,0,0,0,0,0,0.945045631,0.326938457,0,0,0,0,2,6,3,4,,,,,,,
164,i1,479.7608696,42.46383872,414.0629676,1453.956638,555.3692275,0.658211079,1.316422158,898.5874101,0,3.316422158,5.878890959,19.97231528,0.02261678,0.333333333,0.05,0,0,0,0,0,0.654222997,0.756301706,0,0,0,0,2,6,3,4,,,,,,,
165,i1,479.7608696,3.502897799,337.7783817,2230.027078,851.8056065,0.552032228,1.104064456,1378.221471,0,3.104064456,1.166464967,1.40115912,0.017544824,0.333333333,0.06,0,0,0,0,0,0.494818011,0,0,0.868996626,0,0,2,6,3,4,,,,,,,
166,i1,480.3911251,5.909688187,347.3294938,2113.928535,807.4593336,0.565483033,1.130966067,1306.469202,0,3.130966067,1.967926166,2.363875275,0.018170442,0.333333333,0.06,0,0,0,0,0,0.816546989,0,0,0.577278975,0,0,2,6,3,4,,,,,,,
167,i1,480.7789746,8.013003285,366.4444413,1899.549568,725.5727913,0.592263103,1.184526205,1173.976776,0,3.184526205,2.668330094,3.205201314,0.01943088,0.333333333,0.06,0,0,0,0,0,0.945045631,0.326938457,0,0,0,0,2,6,3,4,,,,,,,
168,i1,481.7970797,9.554469761,356.8867593,2003.874256,765.4217939,0.578895698,1.157791396,1238.452462,0,3.157791396,3.18163843,3.821787904,0.018799272,0.333333333,0.06,0,0,0,0,0,0.654222997,0.756301706,0,0,0,0,2,6,3,4,,,,,,,
169,i1,481.9425233,11.33091958,328.239506,2352.50184,898.5874101,0.538550964,1.077101928,1453.91443,0,3.077101928,3.773196219,4.53236783,0.016922868,0.333333333,0.06,0,0,0,0,0,0,0.967522671,0.252784257,0,0,0,2,6,3,4,,,,,,,
170,i1,482.1849293,12.93497031,385.5398661,1706.911326,651.9905754,0.618836467,1.237672935,1054.920751,0,3.237672935,4.307345112,5.173988123,0.020700792,0.333333333,0.06,0,0,0,0,0,0,0.645568744,0.763702165,0,0,0,2,6,3,4,,,,,,,
171,i1,482.8151848,14.1171788,375.9971541,1800.656178,687.7983874,0.605578692,1.211157384,1112.857791,0,3.211157384,4.70102054,5.64687152,0.020064852,0.333333333,0.06,0,0,0,0,0,0,0,0.932608483,0.360889757,0,0,2,6,3,4,,,,,,,
172,i1,483.2030344,15.35577155,414.0629676,1453.956638,555.3692275,0.658211079,1.316422158,898.5874101,0,3.316422158,5.113471927,6.142308621,0.02261678,0.333333333,0.06,0,0,0,0,0,0,0,0.543160998,0.839628567,0,0,2,6,3,4,,,,,,,
173,i1,484.2211394,15.85494753,328.239506,2352.50184,898.5874101,0.538550964,1.077101928,1453.91443,0,3.077101928,5.279697526,6.34197901,0.016922868,0.333333333,0.06,0,0,0,0,0,0.55449454,0,0,0.832187362,0,0,2,6,3,4,,,,,,,
174,i1,487.5217391,45.91354906,356.8867593,2003.874256,765.4217939,0.578895698,1.157791396,1238.452462,0,3.157791396,7.748784412,20.38786232,0.018799272,0.333333333,0.05,0,0,0,0,0,0.577591599,0.816325882,0,0,0,0,2,6,3,4,,,,,,,
175,i1,490.4782609,50.98589023,366.4444413,1899.549568,725.5727913,0.592263103,1.184526205,1173.976776,0,3.184526205,8.331038756,22.87503311,0.01943088,0.333333333,0.05,0,0,0,0,0,0,0.902369624,0.430962947,0,0,0,2,6,3,4,,,,,,,
176,i1,495.2826087,53.74830092,395.0678991,1618.046972,618.0469716,0.632030979,1.264061958,1000,0,3.264061958,7.957724257,24.82797827,0.021338326,0.333333333,0.05,0,0,0,0,0,0,0.516982126,0.855996192,0,0,0,2,6,3,4,,,,,,,
177,i1,496.3913043,58.79886669,337.7783817,2230.027078,851.8056065,0.552032228,1.104064456,1378.221471,0,3.104064456,10.57822332,25.55198142,0.017544824,0.333333333,0.05,0,0,0,0,0,0,0,0.832187362,0.55449454,0,0,2,6,3,4,,,,,,,
178,i1,498.2391304,62.76086957,347.3294938,2113.928535,807.4593336,0.565483033,1.130966067,1306.469202,0,3.130966067,10.93736262,27.5741745,0.018170442,0.333333333,0.05,0,0,0,0,0,0,0,0.300079557,0.953914178,0,0,2,6,3,4,,,,,,,
179,i1,506,11.81389027,366.4444413,725.5727913,1899.549568,0.296131551,1.184526205,1173.976776,0,3.184526205,1.930376763,5.300351332,0.01943088,0.285714286,0.05,0,0,0,0,0,0,0,0.741740525,0.670686957,0,0,2,6,3,4,,,,,,,
180,i1,508.9673913,18.1562787,337.7783817,851.8056065,2230.027078,0.276016114,1.104064456,1378.221471,0,3.104064456,3.266409396,7.890099282,0.017544824,0.285714286,0.05,0,0,0,0,0,0,0,0.358154835,0.933662206,0,0,2,6,3,4,,,,,,,
181,i1,509.6521739,23.79782044,507.0133724,325.3744595,851.830335,0.392062861,1.568251444,526.4558755,0,3.568251444,2.313408435,12.07093399,0.029004463,0.285714286,0.05,0,0,0,0,0,0.558448641,0,0,0.829539098,0,0,2,6,3,4,,,,,,,
182,i1,510.7934783,28.45983463,534.0509294,277.1557888,725.5938551,0.410067493,1.640269973,448.4380663,0,3.640269973,2.472301124,14.7051438,0.03089954,0.285714286,0.05,0,0,0,0,0,0.88145811,0,0,0.472262215,0,0,2,6,3,4,,,,,,,
183,i1,510.7934783,2.696648867,461.0323342,425.0917104,1112.890098,0.361135955,1.444543821,687.7983874,0,3.444543821,0.897984073,1.078659547,0.025818536,0.285714286,0.06,0,0,0,0,0,0,0,0.741740525,0.670686957,0,0,2,6,3,4,,,,,,,
184,i1,511.1827537,4.244885075,470.315228,402.9608006,1054.951376,0.367412454,1.469649815,651.9905754,0,3.469649815,1.41354673,1.69795403,0.02645779,0.285714286,0.06,0,0,0,0,0,0,0,0.358154835,0.933662206,0,0,2,6,3,4,,,,,,,
185,i1,511.4223079,5.527037127,525.0861703,292.3773929,765.4440145,0.404111828,1.616447313,473.0666217,0,3.616447313,1.840503363,2.210814851,0.030269506,0.285714286,0.06,0,0,0,0,0,0.558448641,0,0,0.829539098,0,0,2,6,3,4,,,,,,,
186,i1,512.0511375,6.403588192,516.0734875,308.4349788,807.4827746,0.398110359,1.592441435,499.0477958,0,3.592441435,2.132394868,2.561435277,0.02963778,0.285714286,0.06,0,0,0,0,0,0.88145811,0,0,0.472262215,0,0,2,6,3,4,,,,,,,
187,i1,512.1409703,7.426651258,497.9065023,343.2442692,898.6134967,0.385969229,1.543876916,555.3692275,0,3.543876916,2.473074869,2.970660503,0.028369668,0.285714286,0.06,0,0,0,0,0,0.855057887,0.518532555,0,0,0,0,2,6,3,4,,,,,,,
188,i1,512.2906916,8.324893957,507.0133724,325.3744595,851.830335,0.392062861,1.568251444,526.4558755,0,3.568251444,2.772189688,3.329957583,0.029004463,0.285714286,0.06,0,0,0,0,0,0.460198732,0.887815931,0,0,0,0,2,6,3,4,,,,,,,
189,i1,512.6799671,8.946973242,534.0509294,277.1557888,725.5938551,0.410067493,1.640269973,448.4380663,0,3.640269973,2.97934209,3.578789297,0.03089954,0.285714286,0.06,0,0,0,0,0,0,0.815341924,0.578979746,0,0,0,2,6,3,4,,,,,,,
190,i1,512.9195212,9.603000544,479.5562232,381.9820591,1000.029031,0.373643789,1.494575154,618.0469716,0,3.494575154,3.197799181,3.841200218,0.027096179,0.285714286,0.06,0,0,0,0,0,0,0.300079557,0.953914178,0,0,0,2,6,3,4,,,,,,,
191,i1,513.5483508,9.799475262,488.7537552,362.0955022,947.9660247,0.379829484,1.519317938,585.8705225,0,3.519317938,3.263225262,3.919790105,0.027733525,0.285714286,0.06,0,0,0,0,0,0,0,0.698254735,0.715849373,0,0,2,6,3,4,,,,,,,
192,i1,515.5869565,30.09468866,560.6552589,236.0828548,381.9820591,0.42766343,1.710653721,381.9820591,0,3.710653721,2.328624251,15.81388618,0.032778677,0.285714286,0.05,0,0,0,0,0,0.93346884,0,0,0.358658507,0,0,2,6,3,4,,,,,,,
193,i1,517.4130435,32.81653052,309.2244721,1000,2618,0.255765295,1.02306118,1618,0,3.02306118,6.48558435,13.7715895,0.015691835,0.285714286,0.05,0,0,0,0,0,0.780573384,0.62506415,0,0,0,0,2,6,3,4,,,,,,,
194,i1,520.3804348,34.06701972,423.5223818,526.4558755,1378.261482,0.335594195,1.342376779,851.8056065,0,3.342376779,4.558802955,16.16169117,0.023257054,0.285714286,0.05,0,0,0,0,0,0.249588439,0.968352008,0,0,0,0,2,6,3,4,,,,,,,
195,i1,521.0652174,36.77431221,395.0678991,618.0469716,1618.046972,0.31601549,1.264061958,1000,0,3.264061958,5.444634181,16.98717557,0.021338326,0.285714286,0.05,0,0,0,0,0,0,0.698254735,0.715849373,0,0,0,2,6,3,4,,,,,,,
196,i1,522.2065217,38.79347826,560.6552589,236.0828548,381.9820591,0.42766343,1.710653721,381.9820591,0,3.710653721,3.001706889,20.38484787,0.032778677,0.285714286,0.05,0,0,0,0,0,0,0,0.940782446,0.339010899,0,0,2,6,3,4,,,,,,,
197,i1,527,7.30313217,423.5223818,1378.261482,526.4558755,0.671188389,1.342376779,851.8056065,0,6.730222444,0.977295366,3.464669575,0.023257054,0.3125,0.05,0,0,0,0,0,0,0.587539681,0.809195356,0,0,0,7,6,3,4,,,,,,,
198,i1,528.8369565,11.22298489,404.5769264,1533.809028,585.8705225,0.645157314,1.290314627,947.9385054,0,6.588888538,1.607014004,5.231906464,0.0219771,0.3125,0.05,0,0,0,0,0,0,0,0.960884361,0.276949895,0,0,7,6,3,4,,,,,,,
199,i1,529.2608696,14.70991441,604.0357074,473.0803551,180.7029622,0.912242589,1.824485178,292.3773929,0,7.798007454,0.931281727,7.922958553,0.035870801,0.3125,0.05,0,0,0,0,0,0,0,0.695096386,0.718916556,0,0,7,6,3,4,,,,,,,
200,i1,529.9673913,17.59099976,461.0323342,1112.890098,425.0917104,0.72227191,1.444543821,687.7983874,0,6.991840538,2.048719029,8.616659385,0.025818536,0.3125,0.05,0,0,0,0,0,0,0,0.134370643,0.990931143,0,0,7,6,3,4,,,,,,,
201,i1,529.9673913,1.6670193,442.3484132,1238.488416,473.0666217,0.696900506,1.393801012,765.4217939,0,6.864470616,0.555117427,0.83350965,0.024538232,0.3125,0.06,0,0,0,0,0,0,0.587539681,0.809195356,0,0,0,7,6,3,4,,,,,,,
202,i1,530.2083714,2.623993168,451.7093645,1174.010858,448.4380663,0.709629885,1.419259771,725.5727913,0,6.929000597,0.873789725,1.311996584,0.025178612,0.3125,0.06,0,0,0,0,0,0,0,0.960884361,0.276949895,0,0,7,6,3,4,,,,,,,
203,i1,530.3566668,3.416461532,451.7093645,1174.010858,448.4380663,0.709629885,1.419259771,725.5727913,0,6.929000597,1.13768169,1.708230766,0.025178612,0.3125,0.06,0,0,0,0,0,0,0,0.695096386,0.718916556,0,0,7,6,3,4,,,,,,,
