Event_num,,Start,Dur,Amp,Freq,FModA,ixA1,ixA2,FModB,ixB1 (always 0),ixB2,att,dec,skew,dis,rev,,,,,,ch1,ch2,ch3,ch4,,,ampF,skwF,IAF,IBF,,,,,,,
204,i1,530.7459422,3.957964553,442.3484132,1238.488416,473.0666217,0.696900506,1.393801012,765.4217939,0,6.864470616,1.318002196,1.978982276,0.024538232,0.3125,0.06,0,0,0,0,0,0,0,0.134370643,0.990931143,0,0,7,6,3,4,,,,,,,
205,i1,530.801553,4.590247646,385.5398661,1706.911326,651.9905754,0.618836467,1.237672935,1054.920751,0,6.440315058,1.528552466,2.295123823,0.020700792,0.3125,0.06,0,0,0,0,0,0.688369189,0,0,0.725360503,0,0,7,6,3,4,,,,,,,
206,i1,530.8942377,5.14532211,395.0678991,1618.046972,618.0469716,0.632030979,1.264061958,1000,0,6.515513957,1.713392262,2.572661055,0.021338326,0.3125,0.06,0,0,0,0,0,0.996590817,0,0,0.082502989,0,0,7,6,3,4,,,,,,,
207,i1,531.1352177,5.529486342,414.0629676,1453.956638,555.3692275,0.658211079,1.316422158,898.5874101,0,6.660452211,1.841318952,2.764743171,0.02261678,0.3125,0.06,0,0,0,0,0,0.678090203,0.734978691,0,0,0,0,7,6,3,4,,,,,,,
208,i1,531.2835131,5.934705283,404.5769264,1533.809028,585.8705225,0.645157314,1.290314627,947.9385054,0,6.588888538,1.976256859,2.967352642,0.0219771,0.3125,0.06,0,0,0,0,0,0,0.940782446,0.339010899,0,0,0,7,6,3,4,,,,,,,
209,i1,531.6727886,6.055472264,375.9971541,1800.656178,687.7983874,0.605578692,1.211157384,1112.857791,0,6.363282854,2.016472264,3.027736132,0.020064852,0.3125,0.06,0,0,0,0,0,0,0.531585878,0.8470044,0,0,0,7,6,3,4,,,,,,,
210,i1,532.9347826,18.59848878,534.0509294,725.5938551,277.1557888,0.820134987,1.640269973,448.4380663,0,7.437980312,1.615647642,9.609804679,0.03089954,0.3125,0.05,0,0,0,0,0,0.276297313,0,0,0.961072211,0,0,7,6,3,4,,,,,,,
211,i1,534.0652174,20.2791428,551.8355606,652.0095031,249.0487025,0.84368565,1.687371299,402.9608006,0,7.535236856,1.631452298,10.59833824,0.032154195,0.3125,0.05,0,0,0,0,0,0.77180394,0,0,0.635860581,0,0,7,6,3,4,,,,,,,
212,i1,535.9021739,21.04917006,309.2244721,2618,1000,0.51153059,1.02306118,1618,0,5.77306118,4.159981747,8.833369189,0.015691835,0.3125,0.05,0,0,0,0,0,0.925914823,0.377732367,0,0,0,0,7,6,3,4,,,,,,,
213,i1,536.326087,22.72119998,497.9065023,898.6134967,343.2442692,0.771938458,1.543876916,555.3692275,0,7.226979457,2.291542536,11.44950834,0.028369668,0.3125,0.05,0,0,0,0,0,0.531585878,0.8470044,0,0,0,0,7,6,3,4,,,,,,,
214,i1,537.0326087,23.9673913,347.3294938,2113.928535,807.4593336,0.565483033,1.130966067,1306.469202,0,6.121170383,4.176807165,10.53014458,0.018170442,0.3125,0.05,0,0,0,0,0,0,0.824679017,0.565601025,0,0,0,7,6,3,4,,,,,,,
215,i1,540,13.25010423,542.9800868,262.706677,687.7660804,0.415986053,1.663944211,100.3539506,0,7.487330093,1.107828383,6.886116722,0.031528687,0.333333333,0.05,0,0,0,0,0,0.432313503,0.90172337,0,0,0,0,7,6,3,4,,,,,,,
216,i1,542.6,13.33594581,679.3014306,111.6744307,180.6892288,0.50490599,2.019623958,42.65963251,0,8.125661214,0.572368635,7.441141157,0.041306496,0.333333333,0.05,0,0,0,0,0,0,0.901773222,0.432209504,0,0,0,7,6,3,4,,,,,,,
217,i1,543.2,13.99085492,488.7667981,362.0679829,947.8939793,0.379838245,1.51935298,138.3099695,0,7.170636683,1.463370665,7.002722708,0.02773443,0.333333333,0.05,0,0,0,0,0,0,0.653841653,0.756631412,0,0,0,7,6,3,4,,,,,,,
218,i1,544.2,13.98689388,507.0262849,325.349731,851.7655959,0.39207149,1.568285962,124.2835973,0,7.281970698,1.359607615,7.094617046,0.029005364,0.333333333,0.05,0,0,0,0,0,0,0.151776741,0.988414802,0,0,0,7,6,3,4,,,,,,,
219,i1,544.2,2.841777606,423.5358081,526.4158648,1378.156734,0.33560339,1.342413562,201.0908604,0,6.730320357,0.946311943,1.136711042,0.023257964,0.333333333,0.06,0,0,0,0,0,0.374468619,0.927239588,0,0,0,0,7,6,3,4,,,,,,,
220,i1,544.5137931,3.032071105,479.569329,381.9530284,999.9530284,0.373652614,1.494610457,145.9060569,0,7.112666012,1.009679678,1.212828442,0.027097086,0.333333333,0.06,0,0,0,0,0,0,0.847539159,0.530732865,0,0,0,7,6,3,4,,,,,,,
221,i1,544.7068966,3.133183358,470.3283944,402.9301756,1054.8712,0.367421344,1.469685376,153.9193271,0,7.053108785,1.043350058,1.253273343,0.026458698,0.333333333,0.06,0,0,0,0,0,0,0.527430428,0.849598225,0,0,0,7,6,3,4,,,,,,,
222,i1,545.2137931,2.88773699,507.0262849,325.349731,851.7655959,0.39207149,1.568285962,124.2835973,0,7.281970698,0.961616418,1.155094796,0.029005364,0.333333333,0.06,0,0,0,0,0,0,0,0.901709122,0.43234322,0,0,7,6,3,4,,,,,,,
223,i1,545.2862069,2.955149669,423.5358081,526.4158648,1378.156734,0.33560339,1.342413562,201.0908604,0,6.730320357,0.98406484,1.182059867,0.023257964,0.333333333,0.06,0,0,0,0,0,0,0,0.566720151,0.823910353,0,0,7,6,3,4,,,,,,,
224,i1,545.4068966,2.953607031,461.045559,425.0594034,1112.805518,0.361144909,1.444579637,162.3726921,0,6.991928678,0.983551141,1.181442812,0.025819445,0.333333333,0.06,0,0,0,0,0,0.445162203,0,0,0.89544995,0,0,7,6,3,4,,,,,,,
225,i1,545.7206897,2.747674597,451.7226449,448.403985,1173.921633,0.354823959,1.419295837,171.2903223,0,6.929091117,0.914975641,1.099069839,0.025179522,0.333333333,0.06,0,0,0,0,0,0.863232185,0,0,0.504807086,0,0,7,6,3,4,,,,,,,
226,i1,545.9137931,2.633435651,507.0262849,325.349731,851.7655959,0.39207149,1.568285962,124.2835973,0,7.281970698,0.876934072,1.053374261,0.029005364,0.333333333,0.06,0,0,0,0,0,0.824679017,0.565601025,0,0,0,0,7,6,3,4,,,,,,,
227,i1,546.4206897,2.189310345,479.569329,381.9530284,999.9530284,0.373652614,1.494610457,145.9060569,0,7.112666012,0.729040345,0.875724138,0.027097086,0.333333333,0.06,0,0,0,0,0,0.278581076,0.960412716,0,0,0,0,7,6,3,4,,,,,,,
228,i1,548.4,10.9689371,629.5189209,153.9120981,249.0297748,0.472715961,1.890863844,58.79442148,0,7.915128125,0.612558755,5.98529638,0.037701923,0.333333333,0.05,0,0,0,0,0,0,0,0.99766057,0.068362173,0,0,7,6,3,4,,,,,,,
229,i1,550,9.931684966,432.9652412,499.0098681,1306.407835,0.34205206,1.368208239,190.6217696,0,6.798315816,1.284199254,4.751309552,0.023898539,0.333333333,0.05,0,0,0,0,0,0,0,0.740698372,0.67183772,0,0,7,6,3,4,,,,,,,
230,i1,552.6,7.821659287,578.1623733,212.1249583,343.2181826,0.439181581,1.756726325,81.03173409,0,7.671813766,0.559179284,4.152900139,0.034022566,0.333333333,0.05,0,0,0,0,0,0,0,0.283162983,0.959071804,0,0,7,6,3,4,,,,,,,
231,i1,553.2,7.459549498,679.3014306,111.6744307,180.6892288,0.50490599,2.019623958,42.65963251,0,8.125661214,0.320158182,4.162251524,0.041306496,0.333333333,0.05,0,0,0,0,0,0.640427248,0,0,0.768018841,0,0,7,6,3,4,,,,,,,
232,i1,554.2,6.658208864,542.9800868,262.706677,687.7660804,0.415986053,1.663944211,100.3539506,0,7.487330093,0.556686395,3.460290016,0.031528687,0.333333333,0.05,0,0,0,0,0,0.960412716,0,0,0.278581076,0,0,7,6,3,4,,,,,,,
233,i1,558.4,2.6,711.7110398,90.17256135,145.8992043,0.525721031,2.102884123,34.44591844,0,8.251408072,0.092682542,1.468931154,0.043670132,0.333333333,0.05,0,0,0,0,0,0.737179163,0.67569733,0,0,0,0,7,6,3,4,,,,,,,
234,i1,560,2.241554718,711.9987482,90,145.62,0.525905366,2.103621466,145.62,0,4.103621466,0.079769083,1.2665503,0.043691168,0.415243647,0.1,0,0,0,0,0,0,0.979862881,0.199671566,0,0,0,2,6,3,4,,,,,,,
235,i1,560.1059783,3.870957357,604.3544673,180.3434476,291.7956982,0.456329404,1.825317618,291.7956982,0,3.825317618,0.244694091,2.085303012,0.035893642,0.238494847,0.1,0,0,0,0,0,0,0.733639656,0.679538707,0,0,0,2,6,3,4,,,,,,,
236,i1,560.1304348,5.34400519,612.8883368,170.9544982,276.604378,0.461895825,1.847583299,276.604378,0,3.847583299,0.324115835,2.891735976,0.036505752,0.172427286,0.1,0,0,0,0,0,0,0.313189041,0.949690805,0,0,0,2,6,3,4,,,,,,,
237,i1,560.1711957,6.705638968,638.2207019,145.62,235.61316,0.478363527,1.913454108,235.61316,0,3.913454108,0.358273906,3.674352726,0.038329482,0.136979319,0.1,0,0,0,0,0,0,0,0.795602828,0.605818571,0,0,2,6,3,4,,,,,,,
238,i1,560.3423913,7.909220101,587.1478873,200.6966107,324.727116,0.445075426,1.780301705,324.727116,0,3.780301705,0.542417701,4.220905068,0.034663132,0.114584795,0.1,0,0,0,0,0,0,0,0.375601184,0.926781393,0,0,2,6,3,4,,,,,,,
239,i1,560.4076087,9.104061934,595.7745243,190.2480452,307.8213371,0.45072289,1.802891561,307.8213371,0,3.802891561,0.599553569,4.8817995,0.035279432,0.09903347,0.1,0,0,0,0,0,0.615032412,0,0,0.788501828,0,0,2,6,3,4,,,,,,,
240,i1,560.513587,10.21226607,654.8927021,130.8522987,211.7190192,0.4891584,1.9566336,211.7190192,0,3.9566336,0.500262049,5.638964605,0.039534897,0.087543633,0.1,0,0,0,0,0,0.961907109,0,0,0.273376505,0,0,2,6,3,4,,,,,,,
241,i1,560.5380435,11.34133591,569.7524521,223.3467868,361.375101,0.433654421,1.734617684,361.375101,0,3.734617684,0.842466623,5.992157268,0.033424337,0.078673959,0.1,0,0,0,0,0,0.707106781,0.707106781,0,0,0,0,2,6,3,4,,,,,,,
242,i1,560.5788043,12.42119565,621.376823,162.0543515,262.2039407,0.467423039,1.869692156,262.2039407,0,3.869692156,0.72249891,6.750450285,0.037115759,0.071599335,0.1,0,0,0,0,0,0,0.947371065,0.320137572,0,0,0,2,6,3,4,,,,,,,
243,i1,561,3.789291416,620.9641008,162.4772375,262.8881702,0.467154515,1.868618062,100.4109327,0,3.868618062,0.220862196,2.058909567,0.037086073,0.367067188,0.1,0,0,0,0,0,0.545719059,0.837968202,0,0,0,0,2,6,3,4,,,,,,,
244,i1,562.2816901,6.174739484,479.4502371,382.216904,1000.643855,0.373572415,1.494289658,236.2100467,0,3.494289658,0.669920863,3.068832284,0.027088846,0.210824737,0.1,0,0,0,0,0,0,0.901285895,0.433224809,0,0,0,2,6,3,4,,,,,,,
245,i1,562.5774648,8.405710132,569.3261021,223.9296173,362.3181207,0.433373931,1.733495724,138.3885035,0,3.733495724,0.625604318,4.440008148,0.033394044,0.152422318,0.1,0,0,0,0,0,0,0.547246473,0.836971503,0,0,0,2,6,3,4,,,,,,,
246,i1,563.0704225,10.29783807,586.7261867,201.2203348,325.5745017,0.444799085,1.779196339,124.3541669,0,3.779196339,0.707619777,5.49433591,0.034633038,0.121087015,0.1,0,0,0,0,0,0,0,0.867607126,0.497250314,0,0,2,6,3,4,,,,,,,
247,i1,565.1408451,10.88890116,309.1154988,1000.614806,2619.609563,0.255687582,1.022750328,618.3799502,0,3.022750328,2.152757258,4.568931755,0.015684815,0.101290697,0.1,0,0,0,0,0,0,0,0.412852055,0.910798101,0,0,2,6,3,4,,,,,,,
248,i1,565.9295775,11.97221313,533.9481482,277.3261859,726.0399547,0.409999289,1.639997155,171.3875829,0,3.639997155,1.040478836,6.18560202,0.030892308,0.087543633,0.1,0,0,0,0,0,0.669263246,0,0,0.743025374,0,0,2,6,3,4,,,,,,,
249,i1,567.2112676,12.391697,551.7338919,249.2018192,403.2085434,0.421775656,1.687102623,154.0067242,0,3.687102623,0.997353389,6.47576967,0.032147005,0.077386843,0.1,0,0,0,0,0,0.947371065,0.320137572,0,0,0,0,2,6,3,4,,,,,,,
250,i1,567.5070423,13.49295775,347.2196521,807.9557646,2115.228192,0.282664306,1.130657223,499.3166625,0,3.130657223,2.352287037,5.927435549,0.018163231,0.069546227,0.1,0,0,0,0,0,0.454629936,0.890680426,0,0,0,0,2,6,3,4,,,,,,,
251,i1,568,3.978755987,578.4740144,211.7190192,342.5613731,0.439386194,1.757544776,130.8423539,0,3.757544776,1.324925744,1.324925744,0.034044759,0.367067188,0.1,0,0,0,0,0,0.779092893,0.626908498,0,0,0,0,2,6,3,4,,,,,,,
252,i1,569.4647887,6.444216452,679.5943406,111.4607216,180.3434476,0.505094577,2.020378307,68.88272596,0,4.020378307,2.145924078,2.145924078,0.041327802,0.210824737,0.1,0,0,0,0,0,0.348558041,0.937287198,0,0,0,0,2,6,3,4,,,,,,,
253,i1,569.8028169,8.759161246,543.2986386,262.2039407,686.4499168,0.416196956,1.664787824,162.0420354,0,3.664787824,2.916800695,2.916800695,0.031551161,0.152422318,0.1,0,0,0,0,0,0,0.780163538,0.625575618,0,0,0,2,6,3,4,,,,,,,
254,i1,570.3661972,10.70230932,711.9987482,90,145.62,0.525905366,2.103621466,55.62,0,4.103621466,3.563869004,3.563869004,0.043691168,0.121087015,0.1,0,0,0,0,0,0,0.24883442,0.96854604,0,0,0,2,6,3,4,,,,,,,
255,i1,572.7323944,11.16934355,489.0954918,361.375101,946.0800143,0.380059006,1.520236024,223.3298124,0,3.520236024,3.719391403,3.719391403,0.027757243,0.101290697,0.1,0,0,0,0,0,0,0,0.692548383,0.721371428,0,0,2,6,3,4,,,,,,,
256,i1,573.6338028,12.2071818,507.3516913,324.727116,850.1355898,0.392288948,1.569155793,200.6813577,0,3.569155793,4.06499154,4.06499154,0.02902808,0.087543633,0.1,0,0,0,0,0,0.372473958,0,0,0.928042645,0,0,2,6,3,4,,,,,,,
257,i1,575.0985915,12.49295703,560.9828454,235.61316,381.2220929,0.427879386,1.711517545,145.6089329,0,3.711517545,4.160154693,4.160154693,0.0328019,0.077386843,0.1,0,0,0,0,0,0.890680426,0,0,0.454629936,0,0,2,6,3,4,,,,,,,
258,i1,575.4366197,13.56338028,452.0573261,447.5458837,1171.675123,0.35505118,1.420204719,276.5833561,0,3.420204719,4.516605634,4.516605634,0.025202457,0.069546227,0.1,0,0,0,0,0,0.718237302,0.695798231,0,0,0,0,2,6,3,4,,,,,,,
259,i1,581,3.978755987,433.0136613,498.8726517,807.1759505,0.342085124,1.368340497,1306.048602,0,3.368340497,1.324925744,1.324925744,0.023901834,0.367067188,0.1,0,0,0,0,0,0.957163611,0.289547615,0,0,0,0,2,6,3,4,,,,,,,
260,i1,582.4647887,6.444216452,497.9664424,343.1238054,555.1743171,0.386009386,1.544037544,898.2981225,0,3.544037544,2.145924078,2.145924078,0.02837384,0.210824737,0.1,0,0,0,0,0,0.656253877,0.754540157,0,0,0,0,2,6,3,4,,,,,,,
261,i1,582.8028169,8.759161246,404.6392842,585.6649075,947.6058203,0.322621628,1.290486513,1533.270728,0,3.290486513,2.916800695,2.916800695,0.021981297,0.152422318,0.1,0,0,0,0,0,0,0.958035276,0.286650328,0,0,0,2,6,3,4,,,,,,,
262,i1,583.3661972,10.70230932,461.093412,424.9425217,687.5570001,0.361177308,1.444709233,1112.499522,0,3.444709233,3.563869004,3.563869004,0.025822735,0.121087015,0.1,0,0,0,0,0,0,0.609175682,0.793035301,0,0,0,2,6,3,4,,,,,,,
263,i1,585.7323944,11.16934355,551.8936224,248.9612972,402.8193789,0.421881183,1.687524734,651.7806761,0,3.687524734,3.719391403,3.719391403,0.032158301,0.101290697,0.1,0,0,0,0,0,0,0,0.888143967,0.459565331,0,0,2,6,3,4,,,,,,,
264,i1,586.6338028,12.2071818,479.6167511,381.848,617.830064,0.373684549,1.494738195,999.678064,0,3.494738195,4.06499154,4.06499154,0.027100367,0.087543633,0.1,0,0,0,0,0,0,0,0.412843304,0.910802067,0,0,2,6,3,4,,,,,,,
265,i1,588.0985915,12.49295703,525.1451833,292.2747811,472.9005959,0.404151078,1.616604312,765.175377,0,3.616604312,4.160154693,4.160154693,0.030273648,0.077386843,0.1,0,0,0,0,0,0.695798231,0,0,0.718237302,0,0,2,6,3,4,,,,,,,
266,i1,588.4366197,13.56338028,534.1096266,277.0585192,448.2806841,0.410106443,1.640425773,725.3392033,0,3.640425773,4.516605634,4.516605634,0.030903671,0.069546227,0.1,0,0,0,0,0,0.908317822,0.418280689,0,0,0,0,2,6,3,4,,,,,,,
267,i1,594,3.978755987,309.1154988,1000.614806,2619.609563,0.255687582,1.022750328,1618.994756,0,3.022750328,1.324925744,1.324925744,0.015684815,0.367067188,0.1,0,0,0,0,0,0.880148498,0,0,0.474698454,0,0,2,6,3,4,,,,,,,
268,i1,597.2957746,5.840216352,533.9481482,277.3261859,726.0399547,0.409999289,1.639997155,448.7137688,0,3.639997155,1.944792045,1.944792045,0.030892308,0.210824737,0.1,0,0,0,0,0,0.860142776,0.510053336,0,0,0,0,2,6,3,4,,,,,,,
269,i1,598.056338,7.730939824,551.7338919,249.2018192,403.2085434,0.421775656,1.687102623,403.2085434,0,3.687102623,2.574402961,2.574402961,0.032147005,0.152422318,0.1,0,0,0,0,0,0.4764536,0.879199617,0,0,0,0,2,6,3,4,,,,,,,
270,i1,599.3239437,9.003530064,347.2196521,807.9557646,2115.228192,0.282664306,1.130657223,1307.272427,0,3.130657223,2.998175511,2.998175511,0.018163231,0.121087015,0.1,0,0,0,0,0,0,0.824785703,0.565445439,0,0,0,2,6,3,4,,,,,,,
271,i1,604.6478873,7.107764079,497.8015452,343.4552979,899.1659698,0.385898911,1.543595644,555.7106719,0,3.543595644,2.366885438,2.366885438,0.028362362,0.101290697,0.1,0,0,0,0,0,0,0.313011421,0.949749362,0,0,0,2,6,3,4,,,,,,,
272,i1,606.6760563,6.612689684,603.9373195,180.8140595,292.5571483,0.456057057,1.824228227,292.5571483,0,3.824228227,2.202025665,2.202025665,0.035863751,0.087543633,0.1,0,0,0,0,0,0,0,0.692543166,0.721376436,0,0,2,6,3,4,,,,,,,
273,i1,609.971831,4.51872914,460.9253854,425.3530594,1113.574309,0.361063543,1.444254172,688.2212501,0,3.444254172,1.504736804,1.504736804,0.025811183,0.077386843,0.1,0,0,0,0,0,0.418280689,0,0,0.908317822,0,0,2,6,3,4,,,,,,,
274,i1,610.7323944,4.267605634,637.8122541,146,236.228,0.478098647,1.912394589,236.228,0,3.912394589,1.421112676,1.421112676,0.0383,0.069546227,0.1,0,0,0,0,0,0.930474229,0,0,0.366357351,0,0,2,6,3,4,,,,,,,
275,i1,612,4.281288329,404.4677382,1534.752023,586.2307193,0.645006823,1.290013647,223.9401348,0,3.290013647,0.642193249,3.210966247,0.021969751,0.300213342,0.15,0,0,0,0,0,0.636907391,0,0,0.770940319,0,0,2,6,3,4,,,,,,,
276,i1,612.7065217,6.202671225,423.4138046,1379.108846,526.7795438,0.671039656,1.342079311,201.2297857,0,3.342079311,1.08664911,4.328045645,0.023249691,0.172427286,0.15,0,0,0,0,0,0.90970058,0,0,0.4152648,0,0,2,6,3,4,,,,,,,
277,i1,612.8695652,7.826699416,479.4502371,1000.643855,382.216904,0.747144829,1.494289658,146.0068573,0,3.494289658,1.421174884,5.371029371,0.027088846,0.124661683,0.15,0,0,0,0,0,0.85574826,0.51739242,0,0,0,0,2,6,3,4,,,,,,,
278,i1,613.1413043,9.134213877,366.3345887,1900.717422,726.0188779,0.592109719,1.184219438,277.3392114,0,3.184219438,1.760639933,6.096675096,0.019423605,0.09903347,0.15,0,0,0,0,0,0.516915436,0.856036466,0,0,0,0,2,6,3,4,,,,,,,
279,i1,614.2826087,9.64068792,385.4302421,1707.960746,652.3914232,0.618684411,1.237368823,249.2135237,0,3.237368823,2.387896553,5.726516427,0.020693472,0.082842651,0.15,0,0,0,0,0,0,0.880507784,0.474031688,0,0,0,2,6,3,4,,,,,,,
280,i1,614.7173913,10.41426497,515.9696048,807.97922,308.6246066,0.796082202,1.592164405,117.8945997,0,3.592164405,2.838081821,5.91724994,0.029630509,0.071599335,0.15,0,0,0,0,0,0,0.505917821,0.862581682,0,0,0,2,6,3,4,,,,,,,
281,i1,615.423913,10.81580503,328.1299472,2353.948172,899.1398672,0.538395844,1.076791687,343.4714293,0,3.076791687,3.442503944,5.717444372,0.016915741,0.063292399,0.15,0,0,0,0,0,0,0,0.841993125,0.539488255,0,0,2,6,3,4,,,,,,,
282,i1,615.5869565,11.56609521,442.240592,1239.249846,473.357466,0.696753675,1.393507349,180.822552,0,3.393507349,3.815580858,6.013061734,0.024530868,0.056879792,0.15,0,0,0,0,0,0,0,0.366357351,0.930474229,0,0,2,6,3,4,,,,,,,
283,i1,615.8586957,12.14130435,620.9641008,425.3654076,162.4772375,0.934309031,1.868618062,62.06630471,0,3.868618062,4.251769841,6.139277271,0.037086073,0.051764972,0.15,0,0,0,0,0,0.684302825,0,0,0.729197946,0,0,2,6,3,4,,,,,,,
284,i1,628,3.978755987,534.1096266,725.3392033,277.0585192,0.820212887,1.640425773,105.8363543,0,3.640425773,0.596813398,2.98406699,0.030903671,0.367067188,0.15,0,0,0,0,0,0.260716319,0,0,0.965415455,0,0,2,6,3,4,,,,,,,
285,i1,629.4647887,6.444216452,507.0730081,851.5313796,325.2602672,0.78420543,1.56841086,124.2494221,0,3.56841086,1.182011245,4.401606244,0.029008625,0.210824737,0.15,0,0,0,0,0,0.743952973,0,0,0.668231976,0,0,2,6,3,4,,,,,,,
286,i1,629.8028169,8.759161246,337.8410545,2229.244435,851.5066599,0.552120644,1.104241289,325.2755441,0,3.104241289,1.682961043,5.85503776,0.01754892,0.152422318,0.15,0,0,0,0,0,0.966279676,0.257494832,0,0,0,0,2,6,3,4,,,,,,,
287,i1,630.3661972,10.70230932,366.5071796,1898.882908,725.3181469,0.592350699,1.184701398,277.0715321,0,3.184701398,2.221719,6.901150944,0.019435035,0.121087015,0.15,0,0,0,0,0,0.622060957,0.782968816,0,0,0,0,2,6,3,4,,,,,,,
288,i1,632.7323944,11.16934355,423.5843902,1377.777772,526.2711124,0.671273329,1.342546658,201.0355649,0,3.342546658,3.20892562,6.19233497,0.023261259,0.101290697,0.15,0,0,0,0,0,0,0.897030952,0.441967727,0,0,0,2,6,3,4,,,,,,,
289,i1,633.6338028,12.2071818,395.1303952,1617.479108,617.830064,0.632117385,1.26423477,236.0110844,0,3.26423477,3.969241791,6.389180568,0.021342516,0.087543633,0.15,0,0,0,0,0,0,0.431629953,0.902050766,0,0,0,2,6,3,4,,,,,,,
290,i1,635.0985915,12.49295703,309.2867104,2617.081196,999.6490436,0.511619356,1.023238713,381.8659346,0,3.023238713,4.967268304,5.954904518,0.015695845,0.077386843,0.15,0,0,0,0,0,0,0,0.729197946,0.684302825,0,0,2,6,3,4,,,,,,,
291,i1,635.4366197,13.56338028,479.6167511,999.678064,381.848,0.747369098,1.494738195,145.865936,0,3.494738195,5.649114323,6.327084047,0.027100367,0.069546227,0.15,0,0,0,0,0,0.398865783,0,0,0.917009317,0,0,2,6,3,4,,,,,,,
292,i1,636,6.8,442.340174,1238.546585,473.0888407,0.696889286,1.393778572,180.7199371,0,3.393778572,1.02,5.1,0.024537669,0.480449774,0.15,0,0,0,0,0,0.347658981,0,0,0.93762105,0,0,2,6,3,4,,,,,,,
293,i1,639.38,12.248,395.0595369,1618.122968,618.076,0.632019418,1.264038835,236.105032,0,3.264038835,2.444600876,8.043512965,0.021337765,0.275945932,0.15,0,0,0,0,0,0.986858625,0.161586056,0,0,0,0,2,6,3,4,,,,,,,
294,i1,640.16,17.904,470.3070916,1055.000925,402.9797269,0.73481392,1.46962784,153.9382557,0,3.46962784,3.816982157,11.40301597,0.026457229,0.199503716,0.15,0,0,0,0,0,0,0.981142813,0.193284194,0,0,0,2,6,3,4,,,,,,,
295,i1,641.46,22.832,375.9887662,1800.740751,687.8306919,0.605567019,1.211134039,262.7513243,0,3.211134039,5.432830327,13.81747681,0.020064294,0.158489319,0.15,0,0,0,0,0,0,0,0.917009317,0.398865783,0,0,2,6,3,4,,,,,,,
296,i1,646.92,23.08,318.7109345,2481.819568,947.9830282,0.525035616,1.050071232,362.1295168,0,3.050071232,8.711820479,11.27052426,0.016304503,0.132578161,0.15,0,0,0,0,0,0.625960005,0,0,0.779855161,0,0,2,6,3,4,,,,,,,
297,i1,649,6.714876033,328.2530541,2352.323049,898.5191174,0.538570146,1.077140291,343.2343029,0,3.077140291,1.007231405,5.036157025,0.016923749,0.574349177,0.05,0,0,0,0,0,0,0,0.45740786,0.889257021,0,0,2,6,3,4,,,,,,,
298,i1,654.3719008,5.250874198,347.3430767,2113.767877,807.3979667,0.565502129,1.131004257,308.4260233,0,3.131004257,0.886306295,3.727845349,0.018171334,0.329876978,0.05,0,0,0,0,0,0.26701507,0,0,0.963692354,0,0,2,6,3,4,,,,,,,
299,i1,655.6115702,8.328274134,337.7919516,2229.857596,851.7408693,0.552051372,1.104102744,325.3650121,0,3.104102744,1.444563658,5.838226011,0.01754571,0.238494847,0.05,0,0,0,0,0,0.594641726,0,0,0.803990807,0,0,2,6,3,4,,,,,,,
300,i1,657.677686,11.25978799,309.2379479,2617.801032,999.924,0.51154981,1.02309962,381.970968,0,3.02309962,2.043749391,7.728385932,0.015692704,0.189464571,0.05,0,0,0,0,0,0.802753077,0,0,0.596311578,0,0,2,6,3,4,,,,,,,
301,i1,666.3553719,11.96010503,366.4580255,1899.405202,725.5176478,0.592282069,1.184564139,277.1477414,0,3.184564139,2.626870049,7.512611067,0.01943178,0.158489319,0.05,0,0,0,0,0,0.972556784,0,0,0.232665644,0,0,2,6,3,4,,,,,,,
302,i1,669.661157,13.57797909,356.9003468,2003.721962,765.3636218,0.578914734,1.157829467,292.3689035,0,3.157829467,3.206889073,8.245620862,0.018800168,0.136979319,0.05,0,0,0,0,0,0.860905297,0.50876524,0,0,0,0,2,6,3,4,,,,,,,
303,i1,675.0330579,13.7812394,395.0814309,1617.924,618,0.632049688,1.264099376,236.076,0,3.264099376,3.662672105,7.922121777,0.021339233,0.121087015,0.05,0,0,0,0,0,0.645173505,0.764036091,0,0,0,0,2,6,3,4,,,,,,,
304,i1,676.2727273,15.48399833,309.2379479,2617.801032,999.924,0.51154981,1.02309962,381.970968,0,3.02309962,4.228850499,8.788929288,0.015692704,0.10881882,0.05,0,0,0,0,0,0.28142625,0.95958286,0,0,0,0,2,6,3,4,,,,,,,
305,i1,678.338843,16.50574847,347.3430767,2113.767877,807.3979667,0.565502129,1.131004257,308.4260233,0,3.131004257,4.717264122,9.173198124,0.018171334,0.09903347,0.05,0,0,0,0,0,0,0.854347239,0.519702603,0,0,0,2,6,3,4,,,,,,,
306,i1,687.0165289,12.39636723,337.7919516,2229.857596,851.7408693,0.552051372,1.104102744,325.3650121,0,3.104102744,4.287020614,6.304887016,0.01754571,0.09102821,0.05,0,0,0,0,0,0,0.606895264,0.794781818,0,0,0,2,6,3,4,,,,,,,
307,i1,690.322314,11.1931372,395.0814309,1617.924,618,0.632049688,1.264099376,236.076,0,3.264099376,4.162537632,5.503855415,0.021339233,0.084345488,0.05,0,0,0,0,0,0,0,0.997202943,0.074741486,0,0,2,6,3,4,,,,,,,
308,i1,695.6942149,7.545120219,366.4580255,1899.405202,725.5176478,0.592282069,1.184564139,277.1477414,0,3.184564139,3.157428108,3.511934146,0.01943178,0.078673959,0.05,0,0,0,0,0,0,0,0.779855161,0.625960005,0,0,2,6,3,4,,,,,,,
